Nr;ImageId;Width;Height;Ratio[W/H]
3488;"http%3A%2F%2Frdfh.ch%2F0804%2FBV8cIW9DSS-_W5PkHlSwQA";7535;3335;2.2593703148425788
3489;"http%3A%2F%2Frdfh.ch%2F0804%2FBVn2porWSQmNQvdKYbReMw";3870;2744;1.4103498542274053
3490;"http%3A%2F%2Frdfh.ch%2F0804%2FBWnIhFR4Q_e5-3eAkZWLig";4300;3135;1.3716108452950557
3491;"http%3A%2F%2Frdfh.ch%2F0804%2FBWtCComhSYijdBfTbPztCQ";3505;4598;0.7622879512831666
3492;"http%3A%2F%2Frdfh.ch%2F0804%2FBXQXEhmUTSG6RM_KkjDCig";6092;4833;1.260500724187875
3493;"http%3A%2F%2Frdfh.ch%2F0804%2FBXlVtFbRSPqvhzkZpPfijA";4060;5420;0.7490774907749077
3494;"http%3A%2F%2Frdfh.ch%2F0804%2FBYUCGDrHQau8vufxIoth1Q";3508;3682;0.9527430744160782
3495;"http%3A%2F%2Frdfh.ch%2F0804%2FBYYbagNbTFOXu5B-BoIihA";5065;3276;1.5460927960927962
3496;"http%3A%2F%2Frdfh.ch%2F0804%2FBZ0C_jdnSkqB8LCqR7qGuA";7267;4735;1.534741288278775
3497;"http%3A%2F%2Frdfh.ch%2F0804%2FBZD6SuNfQweESL3FtVCzyg";4864;3551;1.369754998591946
3498;"http%3A%2F%2Frdfh.ch%2F0804%2FBZFXbUZ_TqGsxt6QA3-spw";4833;3740;1.2922459893048128
3499;"http%3A%2F%2Frdfh.ch%2F0804%2FBZJJwcLERpm6q61eiW7wlg";2887;7883;0.36623113028035015
3500;"http%3A%2F%2Frdfh.ch%2F0804%2FBZy9rHDiSmCiK-vffgc8GQ";2787;1838;1.5163220892274212
3501;"http%3A%2F%2Frdfh.ch%2F0804%2FB_JNmuUzSWS8UIO8MbxY4Q";3250;4298;0.7561656584457888
3502;"http%3A%2F%2Frdfh.ch%2F0804%2FB_bZEGzWScSjb3qnyg99zQ";7614;5026;1.5149224035017907
3503;"http%3A%2F%2Frdfh.ch%2F0804%2FB_kncL5xSPOexswVcFY6Ng";3282;2254;1.456078083407276
3504;"http%3A%2F%2Frdfh.ch%2F0804%2FB_loEc6bTSuH2UDx7zBi6w";2657;1313;2.0236100533130235
3505;"http%3A%2F%2Frdfh.ch%2F0804%2FB_v_Eu2vS1KepXTmHWrpmA";3241;4221;0.7678275290215588
3506;"http%3A%2F%2Frdfh.ch%2F0804%2FB_vgUHS6QlCYJIvEFkh0jA";2926;3733;0.7838199839271364
3507;"http%3A%2F%2Frdfh.ch%2F0804%2FBawmORvdSpawujx10_3jmQ";5304;7952;0.6670020120724346
3508;"http%3A%2F%2Frdfh.ch%2F0804%2FBayFMS1sQm-tXiYTZc7lXw";2862;2137;1.3392606457650913
3509;"http%3A%2F%2Frdfh.ch%2F0804%2FBbGlZafhTt-GlC0rYVApwg";3955;2785;1.4201077199281866
3510;"http%3A%2F%2Frdfh.ch%2F0804%2FBbHqFcQ_Q22QCrKANHTWsQ";4060;4275;0.9497076023391813
3511;"http%3A%2F%2Frdfh.ch%2F0804%2FBbgNbYUtSUS901PaOp3Prw";4600;3233;1.4228270955768636
3512;"http%3A%2F%2Frdfh.ch%2F0804%2FBblmXypCQCSgcGCZ0KGMVQ";2858;2242;1.2747546833184658
3513;"http%3A%2F%2Frdfh.ch%2F0804%2FBbo2LHpqTR-5EhmfZi_HZA";4013;3197;1.2552392868314044
3514;"http%3A%2F%2Frdfh.ch%2F0804%2FBbu6ktRQTSWeKDDovakf9Q";3240;4428;0.7317073170731707
3515;"http%3A%2F%2Frdfh.ch%2F0804%2FBc8HpkB5Rw2Qj5P3FZ8o3Q";3508;4961;0.7071155009070752
3516;"http%3A%2F%2Frdfh.ch%2F0804%2FBcCdiE0wQ7W8GDugG9rfmA";2786;2753;1.0119869233563386
3517;"http%3A%2F%2Frdfh.ch%2F0804%2FBcCnhLYITG6HVOeCipUqpA";3008;1960;1.5346938775510204
3518;"http%3A%2F%2Frdfh.ch%2F0804%2FBcIc3gYERGG4uqZGdaHCRA";3193;4985;0.6405215646940823
3519;"http%3A%2F%2Frdfh.ch%2F0804%2FBcK0NUCQQWmJdfcuqKgW7w";4474;3285;1.3619482496194826
3520;"http%3A%2F%2Frdfh.ch%2F0804%2FBcNCZmv4Q8Gy1bT5QUkUOg";4021;2887;1.392795289227572
3521;"http%3A%2F%2Frdfh.ch%2F0804%2FBcVsouNrSD6jh-u9x1T8ew";3008;1960;1.5346938775510204
3522;"http%3A%2F%2Frdfh.ch%2F0804%2FBcWe3hE6QtyDDlyatmpPQQ";5204;3359;1.5492706162548378
3523;"http%3A%2F%2Frdfh.ch%2F0804%2FBcfGCiO2Szuk1AmIjZDS-g";5838;5858;0.9965858654831
3524;"http%3A%2F%2Frdfh.ch%2F0804%2FBd9hpW4gTKGCzV0NcVcXgg";7434;6005;1.2379683597002498
3525;"http%3A%2F%2Frdfh.ch%2F0804%2FBe9uJg6FTxKVZb36zzz4LA";3354;2056;1.6313229571984436
3526;"http%3A%2F%2Frdfh.ch%2F0804%2FBfI61ze1RMGWgFo40vB7lw";2702;4281;0.6311609437047419
3527;"http%3A%2F%2Frdfh.ch%2F0804%2FBfcE_o-5SZarkyNO_l1f6g";3355;2109;1.590801327643433
3528;"http%3A%2F%2Frdfh.ch%2F0804%2FBgAPCww1S9WsE6mMOk1jnA";6105;4381;1.3935174617667199
3529;"http%3A%2F%2Frdfh.ch%2F0804%2FBh-C9xhvRdqexIF__RvlVA";3530;3530;1
3530;"http%3A%2F%2Frdfh.ch%2F0804%2FBh2KGNfmRVOPam4urS786w";4030;2799;1.4397999285459093
3531;"http%3A%2F%2Frdfh.ch%2F0804%2FBhSRZp-RRQeqLEJ-9xE3yA";3401;2355;1.4441613588110402
3532;"http%3A%2F%2Frdfh.ch%2F0804%2FBhTfs0PbS2eONFPO4dwr3g";4061;3250;1.2495384615384615
3533;"http%3A%2F%2Frdfh.ch%2F0804%2FBhgnE7VQRPKu9SrxUY_PTw";1748;2484;0.7037037037037037
3534;"http%3A%2F%2Frdfh.ch%2F0804%2FBi0iwq2cRhWY8tBOuFKxZQ";1680;2240;0.75
3535;"http%3A%2F%2Frdfh.ch%2F0804%2FBiVATa0kT7-Di33pbe0giA";2569;3670;0.7
3536;"http%3A%2F%2Frdfh.ch%2F0804%2FBiZ5g5IDS-6a579bL52I3g";3558;5691;0.6251976805482341
3537;"http%3A%2F%2Frdfh.ch%2F0804%2FBie7bnAPRXyBgM0r8VtzoA";5926;4281;1.384256014949778
3538;"http%3A%2F%2Frdfh.ch%2F0804%2FBijaOqJzSsu5gX64HIrp1A";3348;4583;0.7305258564259219
3539;"http%3A%2F%2Frdfh.ch%2F0804%2FBijj-W7pQsCLSij1A1yIBw";7501;3351;2.238436287675321
3540;"http%3A%2F%2Frdfh.ch%2F0804%2FBiwApB-SQ-6NyhNJstEfxw";2478;2007;1.234678624813154
3541;"http%3A%2F%2Frdfh.ch%2F0804%2FBjbUAkXFRAGYAqvCumFnVA";3458;2462;1.404549147034931
3542;"http%3A%2F%2Frdfh.ch%2F0804%2FBjfYSiBGR4CO3X7ZevKoFw";5620;4297;1.3078892250407261
3543;"http%3A%2F%2Frdfh.ch%2F0804%2FBjizH3lkTdmbry9V4cyOtg";6416;5095;1.2592737978410207
3544;"http%3A%2F%2Frdfh.ch%2F0804%2FBk2qXr4LSyGEP5lZ8TV9GQ";5568;5443;1.022965276501929
3545;"http%3A%2F%2Frdfh.ch%2F0804%2FBkGrtegARGOV03o6JLnq_w";1738;1223;1.4210956663941128
3546;"http%3A%2F%2Frdfh.ch%2F0804%2FBkHpKI6fTLKtnS7mMg3U6A";5476;4126;1.3271934076587495
3547;"http%3A%2F%2Frdfh.ch%2F0804%2FBkOvh3gRR-OxQ4yXQK-z6g";3895;3884;1.002832131822863
3548;"http%3A%2F%2Frdfh.ch%2F0804%2FBkRbrvq0SH6HRu2DQIAdGw";5903;4280;1.3792056074766355
3549;"http%3A%2F%2Frdfh.ch%2F0804%2FBkXXJ4ktRRqvLCJ_N8zutg";2592;1944;1.3333333333333333
3550;"http%3A%2F%2Frdfh.ch%2F0804%2FBlF-60oKRAyU6Ht2yN4YEw";4896;3458;1.4158473105841527
3551;"http%3A%2F%2Frdfh.ch%2F0804%2FBlfXHG5wSduGT1QWQ0MJCA";7204;5867;1.227884779273905
3552;"http%3A%2F%2Frdfh.ch%2F0804%2FBlkCD1-QSK2UDkrHbbi44A";1351;868;1.5564516129032258
3553;"http%3A%2F%2Frdfh.ch%2F0804%2FBlvgtaFaS7SBUdhQ58AHSw";4067;4267;0.953128661823295
3554;"http%3A%2F%2Frdfh.ch%2F0804%2FBm4KNc-ASgisr1vqAf740A";3530;3524;1.0017026106696936
3555;"http%3A%2F%2Frdfh.ch%2F0804%2FBm5MQOHQRYS8UM2ZiYWG2Q";3356;2319;1.4471755066839156
3556;"http%3A%2F%2Frdfh.ch%2F0804%2FBmFUOc6MSpmufP7Me6pZew";5945;4281;1.3886942303200187
3557;"http%3A%2F%2Frdfh.ch%2F0804%2FBme9gN4NTyy_d4pbCvklOg";8546;11382;0.7508346512036549
3558;"http%3A%2F%2Frdfh.ch%2F0804%2FBmqNP1MgSM22hfcbHmQAbw";4844;3543;1.3672029353655095
3559;"http%3A%2F%2Frdfh.ch%2F0804%2FBn1lulhiQw6SPhKnV8XS2w";2485;1935;1.2842377260981912
3560;"http%3A%2F%2Frdfh.ch%2F0804%2FBnLXjl4fSLyxU3wMUxUFMg";4567;3326;1.373120865904991
3561;"http%3A%2F%2Frdfh.ch%2F0804%2FBnOCvyRNTla153CV4ulsNg";4961;2256;2.1990248226950353
3562;"http%3A%2F%2Frdfh.ch%2F0804%2FBnTlq7bcSH2k0CnJWQ1N5g";6735;4686;1.4372599231754162
3563;"http%3A%2F%2Frdfh.ch%2F0804%2FBnhZ0_6PTXmt6hsB88XpMA";2744;1771;1.5494071146245059
3564;"http%3A%2F%2Frdfh.ch%2F0804%2FBnzqroEfTc2QAqPLbt3VUg";2628;2948;0.8914518317503393
3565;"http%3A%2F%2Frdfh.ch%2F0804%2FBoKQWg0fRAWbEpTO8xDVVw";5617;5621;0.9992883828500266
3566;"http%3A%2F%2Frdfh.ch%2F0804%2FBoUnVULpQjqpDWF6xvoJgA";1395;2190;0.636986301369863
3567;"http%3A%2F%2Frdfh.ch%2F0804%2FBoZsTXPdTnms4Gj6CJIwyQ";4488;3165;1.4180094786729858
3568;"http%3A%2F%2Frdfh.ch%2F0804%2FBofKIBGZRbubFt82grKKwQ";3195;3798;0.8412322274881516
3569;"http%3A%2F%2Frdfh.ch%2F0804%2FBooo3Y6vSF64TPDgL1bo5A";3897;5959;0.6539687867091794
3570;"http%3A%2F%2Frdfh.ch%2F0804%2FBpncKUQARGiRRM2yHIfjbw";3429;2412;1.421641791044776
3571;"http%3A%2F%2Frdfh.ch%2F0804%2FBpyTQX7cT5-_Lyl3QYwAsg";6267;3986;1.5722528850978426
3572;"http%3A%2F%2Frdfh.ch%2F0804%2FBq17uKUASlyF6jBj42q4rg";4271;6739;0.6337735569075531
3573;"http%3A%2F%2Frdfh.ch%2F0804%2FBq7VFwKwTCuiYCwlE0hMPw";1978;8620;0.2294663573085847
3574;"http%3A%2F%2Frdfh.ch%2F0804%2FBqBwPto3Qp2GOTz1UztH2A";6383;5086;1.2550137632717262
3575;"http%3A%2F%2Frdfh.ch%2F0804%2FBqF1KsXwRYytb6LlJ9xoRQ";3877;2429;1.5961300946891726
3576;"http%3A%2F%2Frdfh.ch%2F0804%2FBqPPDQEDRRaOg4XclIuusA";2935;2145;1.3682983682983683
3577;"http%3A%2F%2Frdfh.ch%2F0804%2FBqYQm8ndSXawM01rgev31Q";1750;2579;0.6785575804575417
3578;"http%3A%2F%2Frdfh.ch%2F0804%2FBqcf8t7-QYOmyhYExl9EpA";3433;2986;1.1496985934360349
3579;"http%3A%2F%2Frdfh.ch%2F0804%2FBqeUkdOaQcaRAEIMTQ4Uvg";5999;4339;1.3825766305600369
3580;"http%3A%2F%2Frdfh.ch%2F0804%2FBrG1Y6kMQZGfL3B3T-UReA";1698;2696;0.6298219584569733
3581;"http%3A%2F%2Frdfh.ch%2F0804%2FBrT0zerASKeyX8jH7-_c7g";2463;1816;1.3562775330396475
3582;"http%3A%2F%2Frdfh.ch%2F0804%2FBrsJ1U_sQEyCG7mdQDJgSw";3542;3548;0.9983089064261556
3583;"http%3A%2F%2Frdfh.ch%2F0804%2FBs3TrrQ6TxuIdpZXjaGnwA";4628;3543;1.3062376517075924
3584;"http%3A%2F%2Frdfh.ch%2F0804%2FBsQ8BuL7RlWWZytAAKhc4g";2938;4016;0.7315737051792829
3585;"http%3A%2F%2Frdfh.ch%2F0804%2FBsqZ8H9ATka-RCSHUpvOtA";5147;3327;1.5470393748121432
3586;"http%3A%2F%2Frdfh.ch%2F0804%2FBsyrd4-8QT2I1pnGaJ8oiQ";4441;3078;1.4428200129954516
3587;"http%3A%2F%2Frdfh.ch%2F0804%2FBt-8ixQcTPWy37Xw4CgWWg";2644;1790;1.4770949720670392
3588;"http%3A%2F%2Frdfh.ch%2F0804%2FBt4XxcqyQCW5qxehnWvZCA";2877;3931;0.7318748410073772
3589;"http%3A%2F%2Frdfh.ch%2F0804%2FBtXTtkgSRr-2JnuRfZv8aA";2100;1400;1.5
3590;"http%3A%2F%2Frdfh.ch%2F0804%2FBta1cTjEQsGHavWe0AnavA";3822;5519;0.6925167602826598
3591;"http%3A%2F%2Frdfh.ch%2F0804%2FBtlOFq7CQf62x2SM1Z3LVA";4007;4039;0.992077246843278
3592;"http%3A%2F%2Frdfh.ch%2F0804%2FBu1SLhh4T0GxUmI9YhcXaw";768;512;1.5
3593;"http%3A%2F%2Frdfh.ch%2F0804%2FBu68yvnJTI-iT1sSP3oi0Q";1400;2100;0.6666666666666666
3594;"http%3A%2F%2Frdfh.ch%2F0804%2FBuATmuntQ9mxKLqz6hb_0A";6210;4590;1.3529411764705883
3595;"http%3A%2F%2Frdfh.ch%2F0804%2FBuLJmkiHSsqaKhV-AMkewA";5323;3580;1.4868715083798882
3596;"http%3A%2F%2Frdfh.ch%2F0804%2FBuRYYtTYSQKLwItDNWrDdw";1640;1663;0.9861695730607336
3597;"http%3A%2F%2Frdfh.ch%2F0804%2FBuS_-UKzSuaiqwbTfownxA";4008;2841;1.4107708553326292
3598;"http%3A%2F%2Frdfh.ch%2F0804%2FBuSkMWXMT7eUA1B3uSewWA";2100;1400;1.5
3599;"http%3A%2F%2Frdfh.ch%2F0804%2FBuXEBwVVQQKfaUi_culTsQ";8015;3915;2.0472541507024267
3600;"http%3A%2F%2Frdfh.ch%2F0804%2FBuYRuEEyQ1iPzHdDt4gJ0g";5431;3889;1.3965029570583698
3601;"http%3A%2F%2Frdfh.ch%2F0804%2FBunOhP-5S4elstyzteS2aQ";4990;3488;1.4306192660550459
3602;"http%3A%2F%2Frdfh.ch%2F0804%2FBv3EG9d2Ta-8BE8vpIAnqg";5402;3998;1.351175587793897
3603;"http%3A%2F%2Frdfh.ch%2F0804%2FBvJbphQ6Tlal7eMK476K3g";4456;3262;1.366033108522379
3604;"http%3A%2F%2Frdfh.ch%2F0804%2FBvOYRbvTQ4unzrFDnFn9_Q";5150;3545;1.4527503526093088
3605;"http%3A%2F%2Frdfh.ch%2F0804%2FBw2tA1HoQne97ibKt-nJ3Q";4077;4295;0.9492433061699651
3606;"http%3A%2F%2Frdfh.ch%2F0804%2FBwCjQqTcSISMCKfVSD7FrQ";2665;1656;1.6092995169082125
3607;"http%3A%2F%2Frdfh.ch%2F0804%2FBwGu4AL5SX-J_FAPno_9jA";2380;1539;1.5464587394411955
3608;"http%3A%2F%2Frdfh.ch%2F0804%2FBwaQKITCToWBX-h4ZYpSUg";5725;4236;1.3515108593012275
3609;"http%3A%2F%2Frdfh.ch%2F0804%2FBwflcvlMS9ut2GC838LYGw";2793;2741;1.018971178402043
3610;"http%3A%2F%2Frdfh.ch%2F0804%2FBwxDUBKAT1uZRQLpQBPC_w";1680;2240;0.75
3611;"http%3A%2F%2Frdfh.ch%2F0804%2FBxUinLHmQ4OC5kG00deaOQ";2100;1400;1.5
3612;"http%3A%2F%2Frdfh.ch%2F0804%2FBxdnIspXSxiusAEZ3A3fug";1927;2592;0.7434413580246914
3613;"http%3A%2F%2Frdfh.ch%2F0804%2FBxn6YHxuQjGZB-1YS6aSxw";2938;1914;1.5350052246603971
3614;"http%3A%2F%2Frdfh.ch%2F0804%2FBy1lPtoSQK20RKVL8WfZVA";6733;5063;1.3298439660280466
3615;"http%3A%2F%2Frdfh.ch%2F0804%2FByHjXegSR7ehchVtVX48mQ";6398;5089;1.2572214580467675
3616;"http%3A%2F%2Frdfh.ch%2F0804%2FBz4kEtCjQdqYmGWcCJOK1w";3869;2552;1.516065830721003
3617;"http%3A%2F%2Frdfh.ch%2F0804%2FBzL-rCErQOG4DU6LMbGF-Q";2957;1948;1.5179671457905544
3618;"http%3A%2F%2Frdfh.ch%2F0804%2FBzLSwRKzS5m30P71pk5p7Q";3354;2386;1.4056999161777033
3619;"http%3A%2F%2Frdfh.ch%2F0804%2FBzUzbWF8QFyCIn1eoIcsQQ";4060;4275;0.9497076023391813
3620;"http%3A%2F%2Frdfh.ch%2F0804%2FBzuiRtlWT6C50LjADH9vrg";4535;3443;1.3171652628521637
3621;"http%3A%2F%2Frdfh.ch%2F0804%2FBzzlNKC1T7y7lPftAPh1Eg";1791;2693;0.6650575566282956
3622;"http%3A%2F%2Frdfh.ch%2F0804%2FC-1VpohtRS60Er3Z3-ndrA";3857;2540;1.5185039370078741
3623;"http%3A%2F%2Frdfh.ch%2F0804%2FC-TqSN87RZeO5JbsqXnLVA";3652;2228;1.6391382405745063
3624;"http%3A%2F%2Frdfh.ch%2F0804%2FC-Z7_uYPSru--TClPO-u1Q";4089;4972;0.8224054706355591
3625;"http%3A%2F%2Frdfh.ch%2F0804%2FC-wnonunRQiD-TEVkUvfSw";1559;2293;0.6798953336240733
3626;"http%3A%2F%2Frdfh.ch%2F0804%2FC-yCUO56RtSyuoeJeDJ39Q";3875;2529;1.5322261763542901
3627;"http%3A%2F%2Frdfh.ch%2F0804%2FC0FkOVxOT16-YusxevqXCg";3980;4255;0.9353701527614571
3628;"http%3A%2F%2Frdfh.ch%2F0804%2FC0GXRP5bSTy7_NEWLfHOqg";2926;1940;1.5082474226804123
3629;"http%3A%2F%2Frdfh.ch%2F0804%2FC0M8Jy2KQTW1vapI5xl0Ug";3557;2562;1.388368462138954
3630;"http%3A%2F%2Frdfh.ch%2F0804%2FC0U2w2KqRMqAOG15RuQQxA";4851;3155;1.5375594294770205
3631;"http%3A%2F%2Frdfh.ch%2F0804%2FC0_cvLDoQPWFIVcgAlSjGQ";4528;3015;1.5018242122719734
3632;"http%3A%2F%2Frdfh.ch%2F0804%2FC10gRKv1TlOo0l4cD1NzeA";3008;1960;1.5346938775510204
3633;"http%3A%2F%2Frdfh.ch%2F0804%2FC1EIoz-nRXKYuwtAyyWhoA";3672;2673;1.3737373737373737
3634;"http%3A%2F%2Frdfh.ch%2F0804%2FC1Fa_KOwRQaYZtMl5LGSVQ";4538;3413;1.3296220334016995
3635;"http%3A%2F%2Frdfh.ch%2F0804%2FC1GO0BpMRF2412gxukNMkA";1800;1200;1.5
3636;"http%3A%2F%2Frdfh.ch%2F0804%2FC1KTNTHbQEeV-XxVCu44IA";5665;4206;1.3468854018069425
3637;"http%3A%2F%2Frdfh.ch%2F0804%2FC1jLkMCKRSqp9qaKqWuqJQ";2035;2029;1.0029571217348447
3638;"http%3A%2F%2Frdfh.ch%2F0804%2FC1jgNOnMTMighirfp-wx7A";2320;1558;1.4890885750962772
3639;"http%3A%2F%2Frdfh.ch%2F0804%2FC3WocVTpQnenSRfYepU5aQ";2880;3972;0.7250755287009063
3640;"http%3A%2F%2Frdfh.ch%2F0804%2FC3b13TYYRtu5RoMPTSdz4Q";1400;2100;0.6666666666666666
3641;"http%3A%2F%2Frdfh.ch%2F0804%2FC3gJ-sFSQF61wc4XNWk1MA";1713;2544;0.6733490566037735
3642;"http%3A%2F%2Frdfh.ch%2F0804%2FC3lT4yGJQf6tKwC21oCShg";2100;1400;1.5
3643;"http%3A%2F%2Frdfh.ch%2F0804%2FC3x4vo4qSXy3KblEUN4Rxg";4358;3243;1.34381745297564
3644;"http%3A%2F%2Frdfh.ch%2F0804%2FC3ysvNhLT9eogGiL7K-3kg";3790;3785;1.0013210039630118
3645;"http%3A%2F%2Frdfh.ch%2F0804%2FC4P6LF24Rjmg9wH5ahqG9Q";2640;3480;0.7586206896551724
3646;"http%3A%2F%2Frdfh.ch%2F0804%2FC4SaljV_TeCPEh0DG2wgJA";2523;1569;1.6080305927342256
3647;"http%3A%2F%2Frdfh.ch%2F0804%2FC4ZxQ2UGS_KqjwMV25NtXA";4848;3376;1.4360189573459716
3648;"http%3A%2F%2Frdfh.ch%2F0804%2FC4ywbYApRt6JNBgy8RINTg";2331;1580;1.4753164556962026
3649;"http%3A%2F%2Frdfh.ch%2F0804%2FC55dTpF7QMK_8I6h92OyXA";2100;1400;1.5
3650;"http%3A%2F%2Frdfh.ch%2F0804%2FC5EZKoe_SAacyf2Ffv4eCQ";5570;4091;1.3615252994377902
3651;"http%3A%2F%2Frdfh.ch%2F0804%2FC5cf_ojWSQO6KKlEWn4KAg";1901;2597;0.731998459761263
3652;"http%3A%2F%2Frdfh.ch%2F0804%2FC5y95uDbR_uzTdTppSHr7Q";7617;3344;2.277811004784689
3653;"http%3A%2F%2Frdfh.ch%2F0804%2FC612ZwrJQTuWf5rR9DMuaw";4678;3512;1.332004555808656
3654;"http%3A%2F%2Frdfh.ch%2F0804%2FC6FOdv4aRYO1i1H0sPggVg";5763;4191;1.3750894774516822
3655;"http%3A%2F%2Frdfh.ch%2F0804%2FC6Of05aWRyOYz44uNnsiFg";2952;1956;1.50920245398773
3656;"http%3A%2F%2Frdfh.ch%2F0804%2FC6_OoGTwSPePJVUlOnlrcQ";3512;2423;1.4494428394552208
3657;"http%3A%2F%2Frdfh.ch%2F0804%2FC6vpMpSuS1GUmwGpVSpZ5A";1680;2240;0.75
3658;"http%3A%2F%2Frdfh.ch%2F0804%2FC6w-pZ6zSzeWNz_vpGf1gQ";4718;6695;0.7047050037341299
3659;"http%3A%2F%2Frdfh.ch%2F0804%2FC7EtF1mnQFqSUUhOaaw0Qg";3282;2259;1.452855245683931
3660;"http%3A%2F%2Frdfh.ch%2F0804%2FC7NHJu9WTSOVY6_k6frJ4Q";1788;2699;0.662467580585402
3661;"http%3A%2F%2Frdfh.ch%2F0804%2FC7pRT0lVSQGYwzz0UItlNQ";4012;2487;1.6131885806192199
3662;"http%3A%2F%2Frdfh.ch%2F0804%2FC8B-I9nMQkqr-sBxxKwxbA";3008;1960;1.5346938775510204
3663;"http%3A%2F%2Frdfh.ch%2F0804%2FC8IA19pwS8qRnIN7b6yqrw";2537;1714;1.4801633605600935
3664;"http%3A%2F%2Frdfh.ch%2F0804%2FC8PpddDuQVuDXM2HN81syg";5621;5636;0.9973385379701917
3665;"http%3A%2F%2Frdfh.ch%2F0804%2FC8ZI8oZTQB2l02Rjlm3OCg";4620;3688;1.2527114967462039
3666;"http%3A%2F%2Frdfh.ch%2F0804%2FC8wsOpN-QCGf9-iq4iCXzw";5738;4176;1.3740421455938698
3667;"http%3A%2F%2Frdfh.ch%2F0804%2FC9yHYTTiQ9OshNDd_L6XGQ";3851;2539;1.5167388735722724
3668;"http%3A%2F%2Frdfh.ch%2F0804%2FCAJ9-audQz2sKRscqjznLA";7638;4743;1.6103731815306768
3669;"http%3A%2F%2Frdfh.ch%2F0804%2FCAL4IWwSQESzfRXCuBMRcA";2073;1343;1.5435591958302308
3670;"http%3A%2F%2Frdfh.ch%2F0804%2FCAPL7jvZRkeSVDqLJPimPQ";7329;4666;1.570724389198457
3671;"http%3A%2F%2Frdfh.ch%2F0804%2FCAZw0EnDTHexqUklPxmTEA";3984;4183;0.9524264881663878
3672;"http%3A%2F%2Frdfh.ch%2F0804%2FCAdxK_e3TmKr95kY0snwJg";2330;1583;1.4718888186986734
3673;"http%3A%2F%2Frdfh.ch%2F0804%2FCBEB2UR3Ryy073vfKsIv3w";2100;1400;1.5
3674;"http%3A%2F%2Frdfh.ch%2F0804%2FCBEanRgmRi6iviHKQN1luw";1715;2588;0.6626738794435858
3675;"http%3A%2F%2Frdfh.ch%2F0804%2FCBbCzLXmS1mhxMxO2wjS0g";7265;4749;1.5297957464729417
3676;"http%3A%2F%2Frdfh.ch%2F0804%2FCBpsUUPhS_WA62PgxqCmJQ";2331;1584;1.4715909090909092
3677;"http%3A%2F%2Frdfh.ch%2F0804%2FCC00rxQfS4ykiBCqPhzO5Q";2100;1400;1.5
3678;"http%3A%2F%2Frdfh.ch%2F0804%2FCCw1lZ-4RUuuKvQRA96sXA";1718;1805;0.9518005540166204
3679;"http%3A%2F%2Frdfh.ch%2F0804%2FCCyYA27sRnKA8SURXMOBpg";2525;1703;1.4826776277157956
3680;"http%3A%2F%2Frdfh.ch%2F0804%2FCDBV2_wXQ7CHzOBqd7A8rA";4728;3221;1.4678671220117976
3681;"http%3A%2F%2Frdfh.ch%2F0804%2FCDDxRXTVTC-r8tZUV2KSIw";2317;1576;1.4701776649746192
3682;"http%3A%2F%2Frdfh.ch%2F0804%2FCDc1JEf5S7mcOuCXQICWKw";4024;4229;0.9515251832584536
3683;"http%3A%2F%2Frdfh.ch%2F0804%2FCDd3HZUXQeWtOZlpa2gLHA";3406;4001;0.8512871782054486
3684;"http%3A%2F%2Frdfh.ch%2F0804%2FCDdaQvzNSwCDMibRIppqaA";7739;3344;2.314294258373206
3685;"http%3A%2F%2Frdfh.ch%2F0804%2FCDgvDEiLRWy5uvV3Qep74g";4200;4067;1.0327022375215147
3686;"http%3A%2F%2Frdfh.ch%2F0804%2FCEg-NtEGSE-3e52vNljFXA";2705;1979;1.3668519454269834
3687;"http%3A%2F%2Frdfh.ch%2F0804%2FCEpH4WYHTY6RP4tAoSrBuQ";6352;4658;1.3636753971661657
3688;"http%3A%2F%2Frdfh.ch%2F0804%2FCEv8DCs-TMigRjYZPKBp9g";4961;2224;2.2306654676258995
3689;"http%3A%2F%2Frdfh.ch%2F0804%2FCF7HXGoERNq7xrs9N-FJgw";4045;5893;0.6864076022399457
3690;"http%3A%2F%2Frdfh.ch%2F0804%2FCFKUv6otSsiCPVWYC8a5Pg";1563;1513;1.0330469266358229
3691;"http%3A%2F%2Frdfh.ch%2F0804%2FCFNqiY-nSUukby9eIKLnRQ";4573;3291;1.3895472500759647
3692;"http%3A%2F%2Frdfh.ch%2F0804%2FCFSj-0WLTby4WPdNHA4vfw";7355;6393;1.150477084310965
3693;"http%3A%2F%2Frdfh.ch%2F0804%2FCFYQyVVGTHyGnc1TugYMSQ";7397;5275;1.4022748815165877
3694;"http%3A%2F%2Frdfh.ch%2F0804%2FCFYjM-29SVaJdGduJYk0qA";1972;1328;1.4849397590361446
3695;"http%3A%2F%2Frdfh.ch%2F0804%2FCFfrjRKHQYe6i1y36PUeVA";2785;1906;1.4611752360965373
3696;"http%3A%2F%2Frdfh.ch%2F0804%2FCFrlg2TtRr2jKybWC_2G9Q";3370;2555;1.3189823874755382
3697;"http%3A%2F%2Frdfh.ch%2F0804%2FCGTLcO8yTseS1gllP6qsFA";3257;2287;1.4241364232619151
3698;"http%3A%2F%2Frdfh.ch%2F0804%2FCG_Lo0hDSOKATpCSK1tbWw";5767;5808;0.9929407713498623
3699;"http%3A%2F%2Frdfh.ch%2F0804%2FCGpAsMk0TxKsxc8Wc-AWoA";5454;3945;1.382509505703422
